Serial Number:20523497 --

Date Time - GMT -05:00,"Temp, (*C)",Host Connect,Button Down,Button Up,EOF,
2019-02-26 07:00:00,3.30, , , , ,
2019-02-26 08:00:00,2.91, , , , ,
2019-02-26 09:00:00,2.70, , , , ,
2019-02-26 10:00:00,3.09, , , , ,
2019-02-26 11:00:00,4.03, , , , ,
2019-02-26 12:00:00,5.19, , , , ,
2019-02-26 13:00:00,6.17, , , , ,
2019-02-26 14:00:00,7.33, , , , ,
2019-02-26 15:00:00,8.58, , , , ,
2019-02-26 16:00:00,9.69, , , , ,
2019-02-26 17:00:00,10.34, , , , ,
2019-02-26 18:00:00,10.68, , , , ,
2019-02-26 19:00:00,10.51, , , , ,
2019-02-26 20:00:00,10.08, , , , ,
2019-02-26 21:00:00,9.56, , , , ,
2019-02-26 22:00:00,9.09, , , , ,
2019-02-26 23:00:00,8.66, , , , ,
2019-02-27 00:00:00,8.23, , , , ,
2019-02-27 01:00:00,7.89, , , , ,
2019-02-27 02:00:00,7.46, , , , ,
2019-02-27 03:00:00,7.16, , , , ,
2019-02-27 04:00:00,6.73, , , , ,
2019-02-27 05:00:00,6.35, , , , ,
2019-02-27 06:00:00,6.00, , , , ,
2019-02-27 07:00:00,5.66, , , , ,
2019-02-27 08:00:00,5.36, , , , ,
2019-02-27 09:00:00,5.10, , , , ,
2019-02-27 10:00:00,5.23, , , , ,
2019-02-27 11:00:00,5.62, , , , ,
2019-02-27 12:00:00,5.83, , , , ,
2019-02-27 13:00:00,6.30, , , , ,
2019-02-27 14:00:00,6.82, , , , ,
2019-02-27 15:00:00,7.25, , , , ,
2019-02-27 16:00:00,7.81, , , , ,
2019-02-27 17:00:00,8.41, , , , ,
2019-02-27 18:00:00,8.88, , , , ,
2019-02-27 19:00:00,9.01, , , , ,
2019-02-27 20:00:00,8.92, , , , ,
2019-02-27 21:00:00,8.79, , , , ,
2019-02-27 22:00:00,8.66, , , , ,
2019-02-27 23:00:00,8.49, , , , ,
2019-02-28 00:00:00,8.28, , , , ,
2019-02-28 01:00:00,8.02, , , , ,
2019-02-28 02:00:00,7.72, , , , ,
2019-02-28 03:00:00,7.50, , , , ,
2019-02-28 04:00:00,7.33, , , , ,
2019-02-28 05:00:00,7.25, , , , ,
2019-02-28 06:00:00,7.16, , , , ,
2019-02-28 07:00:00,7.08, , , , ,
2019-02-28 08:00:00,7.12, , , , ,
2019-02-28 09:00:00,7.08, , , , ,
2019-02-28 10:00:00,7.16, , , , ,
2019-02-28 11:00:00,7.33, , , , ,
2019-02-28 12:00:00,7.63, , , , ,
2019-02-28 13:00:00,8.11, , , , ,
2019-02-28 14:00:00,8.53, , , , ,
2019-02-28 15:00:00,9.05, , , , ,
2019-02-28 16:00:00,9.39, , , , ,
2019-02-28 17:00:00,9.61, , , , ,
2019-02-28 18:00:00,9.69, , , , ,
2019-02-28 19:00:00,9.74, , , , ,
2019-02-28 20:00:00,9.74, , , , ,
2019-02-28 21:00:00,9.65, , , , ,
2019-02-28 22:00:00,9.65, , , , ,
2019-02-28 23:00:00,9.56, , , , ,
2019-03-01 00:00:00,9.48, , , , ,
2019-03-01 01:00:00,9.26, , , , ,
2019-03-01 02:00:00,9.14, , , , ,
2019-03-01 03:00:00,9.01, , , , ,
2019-03-01 04:00:00,8.88, , , , ,
2019-03-01 05:00:00,8.66, , , , ,
2019-03-01 06:00:00,8.45, , , , ,
2019-03-01 07:00:00,8.28, , , , ,
2019-03-01 08:00:00,8.06, , , , ,
2019-03-01 09:00:00,7.85, , , , ,
2019-03-01 10:00:00,7.68, , , , ,
2019-03-01 11:00:00,7.50, , , , ,
2019-03-01 12:00:00,7.33, , , , ,
2019-03-01 13:00:00,7.20, , , , ,
2019-03-01 14:00:00,7.12, , , , ,
2019-03-01 15:00:00,6.95, , , , ,
2019-03-01 16:00:00,6.86, , , , ,
2019-03-01 17:00:00,6.65, , , , ,
2019-03-01 18:00:00,6.43, , , , ,
2019-03-01 19:00:00,6.22, , , , ,
2019-03-01 20:00:00,6.05, , , , ,
2019-03-01 21:00:00,5.87, , , , ,
2019-03-01 22:00:00,5.75, , , , ,
2019-03-01 23:00:00,5.57, , , , ,
2019-03-02 00:00:00,5.36, , , , ,
2019-03-02 01:00:00,5.23, , , , ,
2019-03-02 02:00:00,5.15, , , , ,
2019-03-02 03:00:00,5.02, , , , ,
2019-03-02 04:00:00,4.93, , , , ,
2019-03-02 05:00:00,4.80, , , , ,
2019-03-02 06:00:00,4.72, , , , ,
2019-03-02 07:00:00,4.67, , , , ,
2019-03-02 08:00:00,4.59, , , , ,
2019-03-02 09:00:00,4.59, , , , ,
2019-03-02 10:00:00,4.72, , , , ,
2019-03-02 11:00:00,4.97, , , , ,
2019-03-02 12:00:00,5.57, , , , ,
2019-03-02 13:00:00,5.96, , , , ,
2019-03-02 14:00:00,6.39, , , , ,
2019-03-02 15:00:00,7.03, , , , ,
2019-03-02 16:00:00,7.76, , , , ,
2019-03-02 17:00:00,8.15, , , , ,
2019-03-02 18:00:00,8.23, , , , ,
2019-03-02 19:00:00,8.19, , , , ,
2019-03-02 20:00:00,8.11, , , , ,
2019-03-02 21:00:00,7.98, , , , ,
2019-03-02 22:00:00,7.85, , , , ,
2019-03-02 23:00:00,7.63, , , , ,
2019-03-03 00:00:00,7.55, , , , ,
2019-03-03 01:00:00,7.42, , , , ,
2019-03-03 02:00:00,7.29, , , , ,
2019-03-03 03:00:00,7.20, , , , ,
2019-03-03 04:00:00,7.08, , , , ,
2019-03-03 05:00:00,6.99, , , , ,
2019-03-03 06:00:00,6.90, , , , ,
2019-03-03 07:00:00,6.82, , , , ,
2019-03-03 08:00:00,6.73, , , , ,
2019-03-03 09:00:00,6.56, , , , ,
2019-03-03 10:00:00,6.48, , , , ,
2019-03-03 11:00:00,6.30, , , , ,
2019-03-03 12:00:00,6.35, , , , ,
2019-03-03 13:00:00,6.26, , , , ,
2019-03-03 14:00:00,6.13, , , , ,
2019-03-03 15:00:00,6.17, , , , ,
2019-03-03 16:00:00,6.13, , , , ,
2019-03-03 17:00:00,6.05, , , , ,
2019-03-03 18:00:00,6.05, , , , ,
2019-03-03 19:00:00,5.96, , , , ,
2019-03-03 20:00:00,5.79, , , , ,
2019-03-03 21:00:00,5.70, , , , ,
2019-03-03 22:00:00,5.62, , , , ,
2019-03-03 23:00:00,5.62, , , , ,
2019-03-04 00:00:00,5.45, , , , ,
2019-03-04 01:00:00,5.23, , , , ,
2019-03-04 02:00:00,4.93, , , , ,
2019-03-04 03:00:00,4.72, , , , ,
2019-03-04 04:00:00,4.46, , , , ,
2019-03-04 05:00:00,4.12, , , , ,
2019-03-04 06:00:00,3.99, , , , ,
2019-03-04 07:00:00,3.90, , , , ,
2019-03-04 08:00:00,3.94, , , , ,
2019-03-04 09:00:00,3.90, , , , ,
2019-03-04 10:00:00,3.94, , , , ,
2019-03-04 11:00:00,4.12, , , , ,
2019-03-04 12:00:00,4.37, , , , ,
2019-03-04 13:00:00,4.16, , , , ,
2019-03-04 14:00:00,4.24, , , , ,
2019-03-04 15:00:00,4.29, , , , ,
2019-03-04 16:00:00,4.29, , , , ,
2019-03-04 17:00:00,4.37, , , , ,
2019-03-04 18:00:00,4.24, , , , ,
2019-03-04 19:00:00,4.20, , , , ,
2019-03-04 20:00:00,4.07, , , , ,
2019-03-04 21:00:00,4.03, , , , ,
2019-03-04 22:00:00,3.99, , , , ,
2019-03-04 23:00:00,3.94, , , , ,
2019-03-05 00:00:00,3.90, , , , ,
2019-03-05 01:00:00,3.73, , , , ,
2019-03-05 02:00:00,3.47, , , , ,
2019-03-05 03:00:00,3.13, , , , ,
2019-03-05 04:00:00,2.87, , , , ,
2019-03-05 05:00:00,2.61, , , , ,
2019-03-05 06:00:00,2.40, , , , ,
2019-03-05 07:00:00,2.19, , , , ,
2019-03-05 08:00:00,1.93, , , , ,
2019-03-05 09:00:00,1.93, , , , ,
2019-03-05 10:00:00,2.36, , , , ,
2019-03-05 11:00:00,3.26, , , , ,
2019-03-05 12:00:00,4.12, , , , ,
2019-03-05 13:00:00,4.59, , , , ,
2019-03-05 14:00:00,4.42, , , , ,
2019-03-05 15:00:00,4.89, , , , ,
2019-03-05 16:00:00,5.23, , , , ,
2019-03-05 17:00:00,5.40, , , , ,
2019-03-05 18:00:00,5.02, , , , ,
2019-03-05 19:00:00,4.89, , , , ,
2019-03-05 20:00:00,4.46, , , , ,
2019-03-05 21:00:00,4.24, , , , ,
2019-03-05 22:00:00,4.07, , , , ,
2019-03-05 23:00:00,4.07, , , , ,
2019-03-06 00:00:00,4.03, , , , ,
2019-03-06 01:00:00,3.99, , , , ,
2019-03-06 02:00:00,3.90, , , , ,
2019-03-06 03:00:00,3.69, , , , ,
2019-03-06 04:00:00,3.34, , , , ,
2019-03-06 05:00:00,3.09, , , , ,
2019-03-06 06:00:00,2.70, , , , ,
2019-03-06 07:00:00,2.53, , , , ,
2019-03-06 08:00:00,2.19, , , , ,
2019-03-06 09:00:00,1.97, , , , ,
2019-03-06 10:00:00,2.19, , , , ,
2019-03-06 11:00:00,2.91, , , , ,
2019-03-06 12:00:00,3.86, , , , ,
2019-03-06 13:00:00,4.50, , , , ,
2019-03-06 14:00:00,4.50, , , , ,
2019-03-06 15:00:00,4.72, , , , ,
2019-03-06 16:00:00,4.93, , , , ,
2019-03-06 17:00:00,5.10, , , , ,
2019-03-06 18:00:00,4.93, , , , ,
2019-03-06 19:00:00,4.72, , , , ,
2019-03-06 20:00:00,4.46, , , , ,
2019-03-06 21:00:00,4.24, , , , ,
2019-03-06 22:00:00,4.16, , , , ,
2019-03-06 23:00:00,4.12, , , , ,
2019-03-07 00:00:00,4.07, , , , ,
2019-03-07 01:00:00,3.99, , , , ,
2019-03-07 02:00:00,3.94, , , , ,
2019-03-07 03:00:00,3.64, , , , ,
2019-03-07 04:00:00,3.34, , , , ,
2019-03-07 05:00:00,3.13, , , , ,
2019-03-07 06:00:00,2.91, , , , ,
2019-03-07 07:00:00,2.66, , , , ,
2019-03-07 08:00:00,2.53, , , , ,
2019-03-07 09:00:00,2.40, , , , ,
2019-03-07 10:00:00,2.87, , , , ,
2019-03-07 11:00:00,3.90, , , , ,
2019-03-07 12:00:00,4.50, , , , ,
2019-03-07 13:00:00,4.67, , , , ,
2019-03-07 14:00:00,4.72, , , , ,
2019-03-07 15:00:00,5.15, , , , ,
2019-03-07 16:00:00,5.23, , , , ,
2019-03-07 17:00:00,5.10, , , , ,
2019-03-07 18:00:00,4.97, , , , ,
2019-03-07 19:00:00,4.84, , , , ,
2019-03-07 20:00:00,4.59, , , , ,
2019-03-07 21:00:00,4.50, , , , ,
2019-03-07 22:00:00,4.33, , , , ,
2019-03-07 23:00:00,4.24, , , , ,
2019-03-08 00:00:00,4.20, , , , ,
2019-03-08 01:00:00,4.16, , , , ,
2019-03-08 02:00:00,4.07, , , , ,
2019-03-08 03:00:00,4.07, , , , ,
2019-03-08 04:00:00,4.07, , , , ,
2019-03-08 05:00:00,3.99, , , , ,
2019-03-08 06:00:00,3.99, , , , ,
2019-03-08 07:00:00,4.03, , , , ,
2019-03-08 08:00:00,3.99, , , , ,
2019-03-08 09:00:00,3.94, , , , ,
2019-03-08 10:00:00,3.99, , , , ,
2019-03-08 11:00:00,2.70, , , , ,
2019-03-08 12:00:00,2.79, , , , ,
2019-03-08 13:00:00,2.66, , , , ,
2019-03-08 14:00:00,2.61, , , , ,
2019-03-08 15:00:00,2.66, , , , ,
2019-03-08 16:00:00,2.61, , , , ,
2019-03-08 17:00:00,2.49, , , , ,
2019-03-08 18:00:00,2.40, , , , ,
2019-03-08 19:00:00,2.31, , , , ,
2019-03-08 20:00:00,2.23, , , , ,
2019-03-08 21:00:00,2.14, , , , ,
2019-03-08 22:00:00,2.06, , , , ,
2019-03-08 23:00:00,2.01, , , , ,
2019-03-09 00:00:00,1.97, , , , ,
2019-03-09 01:00:00,1.88, , , , ,
2019-03-09 02:00:00,1.88, , , , ,
2019-03-09 03:00:00,1.80, , , , ,
2019-03-09 04:00:00,1.76, , , , ,
2019-03-09 05:00:00,1.71, , , , ,
2019-03-09 06:00:00,1.71, , , , ,
2019-03-09 07:00:00,1.63, , , , ,
2019-03-09 08:00:00,1.58, , , , ,
2019-03-09 09:00:00,1.58, , , , ,
2019-03-09 10:00:00,1.76, , , , ,
2019-03-09 11:00:00,1.93, , , , ,
2019-03-09 12:00:00,2.19, , , , ,
2019-03-09 13:00:00,2.40, , , , ,
2019-03-09 14:00:00,2.61, , , , ,
2019-03-09 15:00:00,2.74, , , , ,
2019-03-09 16:00:00,2.87, , , , ,
2019-03-09 17:00:00,3.04, , , , ,
2019-03-09 18:00:00,3.00, , , , ,
2019-03-09 19:00:00,3.04, , , , ,
2019-03-09 20:00:00,3.04, , , , ,
2019-03-09 21:00:00,3.00, , , , ,
2019-03-09 22:00:00,3.04, , , , ,
2019-03-09 23:00:00,3.04, , , , ,
2019-03-10 00:00:00,3.00, , , , ,
2019-03-10 01:00:00,2.96, , , , ,
2019-03-10 02:00:00,2.96, , , , ,
2019-03-10 03:00:00,2.96, , , , ,
2019-03-10 04:00:00,2.91, , , , ,
2019-03-10 05:00:00,2.87, , , , ,
2019-03-10 06:00:00,2.87, , , , ,
2019-03-10 07:00:00,2.87, , , , ,
2019-03-10 08:00:00,2.87, , , , ,
2019-03-10 09:00:00,2.91, , , , ,
2019-03-10 10:00:00,3.13, , , , ,
2019-03-10 11:00:00,3.64, , , , ,
2019-03-10 12:00:00,4.20, , , , ,
2019-03-10 13:00:00,4.42, , , , ,
2019-03-10 13:51:29, ,Logged, , , ,
2019-03-10 14:00:00,6.82, , , , ,
2019-03-10 15:00:00,7.68, , , , ,
2019-03-10 16:00:00,8.49, , , , ,
2019-03-10 17:00:00,9.09, , , , ,
2019-03-10 18:00:00,9.56, , , , ,
2019-03-10 19:00:00,9.78, , , , ,
2019-03-10 20:00:00,9.86, , , , ,
2019-03-10 21:00:00,9.91, , , , ,
2019-03-10 22:00:00,9.91, , , , ,
2019-03-10 23:00:00,9.91, , , , ,
2019-03-11 00:00:00,9.91, , , , ,
2019-03-11 01:00:00,9.78, , , , ,
2019-03-11 02:00:00,9.48, , , , ,
2019-03-11 03:00:00,9.14, , , , ,
2019-03-11 04:00:00,8.83, , , , ,
2019-03-11 05:00:00,8.58, , , , ,
2019-03-11 06:00:00,8.23, , , , ,
2019-03-11 07:00:00,7.98, , , , ,
2019-03-11 08:00:00,7.76, , , , ,
2019-03-11 09:00:00,7.55, , , , ,
2019-03-11 10:00:00,7.72, , , , ,
2019-03-11 11:00:00,8.28, , , , ,
2019-03-11 12:00:00,9.18, , , , ,
2019-03-11 13:00:00,9.48, , , , ,
2019-03-11 14:00:00,9.78, , , , ,
2019-03-11 15:00:00,10.04, , , , ,
2019-03-11 16:00:00,10.46, , , , ,
2019-03-11 17:00:00,11.07, , , , ,
2019-03-11 18:00:00,11.24, , , , ,
2019-03-11 19:00:00,11.24, , , , ,
2019-03-11 20:00:00,11.02, , , , ,
2019-03-11 21:00:00,10.64, , , , ,
2019-03-11 22:00:00,10.16, , , , ,
2019-03-11 23:00:00,9.74, , , , ,
2019-03-12 00:00:00,9.31, , , , ,
2019-03-12 01:00:00,8.83, , , , ,
2019-03-12 02:00:00,8.36, , , , ,
2019-03-12 03:00:00,7.93, , , , ,
2019-03-12 04:00:00,7.50, , , , ,
2019-03-12 05:00:00,6.99, , , , ,
2019-03-12 06:00:00,6.60, , , , ,
2019-03-12 07:00:00,6.13, , , , ,
2019-03-12 08:00:00,5.75, , , , ,
2019-03-12 09:00:00,5.57, , , , ,
2019-03-12 10:00:00,5.66, , , , ,
2019-03-12 11:00:00,6.05, , , , ,
2019-03-12 12:00:00,6.73, , , , ,
2019-03-12 13:00:00,7.46, , , , ,
2019-03-12 14:00:00,8.41, , , , ,
2019-03-12 15:00:00,9.26, , , , ,
2019-03-12 16:00:00,10.04, , , , ,
2019-03-12 17:00:00,11.24, , , , ,
2019-03-12 18:00:00,11.07, , , , ,
2019-03-12 19:00:00,10.85, , , , ,
2019-03-12 20:00:00,10.34, , , , ,
2019-03-12 21:00:00,9.78, , , , ,
2019-03-12 22:00:00,9.26, , , , ,
2019-03-12 23:00:00,8.71, , , , ,
2019-03-13 00:00:00,8.23, , , , ,
2019-03-13 01:00:00,7.76, , , , ,
2019-03-13 02:00:00,7.25, , , , ,
2019-03-13 03:00:00,6.90, , , , ,
2019-03-13 04:00:00,6.48, , , , ,
2019-03-13 05:00:00,6.13, , , , ,
2019-03-13 06:00:00,5.75, , , , ,
2019-03-13 07:00:00,5.32, , , , ,
2019-03-13 08:00:00,5.02, , , , ,
2019-03-13 09:00:00,4.97, , , , ,
2019-03-13 10:00:00,5.40, , , , ,
2019-03-13 11:00:00,6.13, , , , ,
2019-03-13 12:00:00,6.82, , , , ,
2019-03-13 13:00:00,7.93, , , , ,
2019-03-13 14:00:00,8.66, , , , ,
2019-03-13 15:00:00,9.18, , , , ,
2019-03-13 16:00:00,9.65, , , , ,
2019-03-13 17:00:00,9.99, , , , ,
2019-03-13 18:00:00,10.16, , , , ,
2019-03-13 19:00:00,10.04, , , , ,
2019-03-13 20:00:00,9.82, , , , ,
2019-03-13 21:00:00,9.65, , , , ,
2019-03-13 22:00:00,9.44, , , , ,
2019-03-13 23:00:00,9.14, , , , ,
2019-03-14 00:00:00,8.92, , , , ,
2019-03-14 01:00:00,8.71, , , , ,
2019-03-14 02:00:00,8.41, , , , ,
2019-03-14 03:00:00,8.15, , , , ,
2019-03-14 04:00:00,8.02, , , , ,
2019-03-14 05:00:00,7.81, , , , ,
2019-03-14 06:00:00,7.59, , , , ,
2019-03-14 07:00:00,7.46, , , , ,
2019-03-14 08:00:00,7.38, , , , ,
2019-03-14 09:00:00,7.55, , , , ,
2019-03-14 10:00:00,8.06, , , , ,
2019-03-14 11:00:00,8.53, , , , ,
2019-03-14 12:00:00,9.52, , , , ,
2019-03-14 13:00:00,10.64, , , , ,
2019-03-14 14:00:00,11.67, , , , ,
2019-03-14 15:00:00,12.52, , , , ,
2019-03-14 16:00:00,13.17, , , , ,
2019-03-14 17:00:00,13.77, , , , ,
2019-03-14 18:00:00,13.81, , , , ,
2019-03-14 19:00:00,13.68, , , , ,
2019-03-14 20:00:00,13.51, , , , ,
2019-03-14 21:00:00,13.38, , , , ,
2019-03-14 22:00:00,13.34, , , , ,
2019-03-14 23:00:00,13.21, , , , ,
2019-03-15 00:00:00,13.17, , , , ,
2019-03-15 01:00:00,13.21, , , , ,
2019-03-15 02:00:00,13.21, , , , ,
2019-03-15 03:00:00,13.17, , , , ,
2019-03-15 04:00:00,13.17, , , , ,
2019-03-15 05:00:00,13.21, , , , ,
2019-03-15 06:00:00,13.21, , , , ,
2019-03-15 07:00:00,13.30, , , , ,
2019-03-15 08:00:00,13.25, , , , ,
2019-03-15 09:00:00,13.34, , , , ,
2019-03-15 10:00:00,13.55, , , , ,
2019-03-15 11:00:00,13.81, , , , ,
2019-03-15 12:00:00,14.03, , , , ,
2019-03-15 13:00:00,14.07, , , , ,
2019-03-15 14:00:00,14.03, , , , ,
2019-03-15 15:00:00,14.24, , , , ,
2019-03-15 16:00:00,15.27, , , , ,
2019-03-15 17:00:00,16.00, , , , ,
2019-03-15 18:00:00,16.13, , , , ,
2019-03-15 19:00:00,15.87, , , , ,
2019-03-15 20:00:00,15.40, , , , ,
2019-03-15 21:00:00,14.93, , , , ,
2019-03-15 22:00:00,14.41, , , , ,
2019-03-15 23:00:00,13.81, , , , ,
2019-03-16 00:00:00,13.17, , , , ,
2019-03-16 01:00:00,12.48, , , , ,
2019-03-16 02:00:00,11.79, , , , ,
2019-03-16 03:00:00,11.11, , , , ,
2019-03-16 04:00:00,10.42, , , , ,
2019-03-16 05:00:00,9.91, , , , ,
2019-03-16 06:00:00,9.35, , , , ,
2019-03-16 07:00:00,8.66, , , , ,
2019-03-16 08:00:00,8.06, , , , ,
2019-03-16 09:00:00,7.63, , , , ,
2019-03-16 10:00:00,7.89, , , , ,
2019-03-16 11:00:00,8.36, , , , ,
2019-03-16 12:00:00,9.26, , , , ,
2019-03-16 13:00:00,10.21, , , , ,
2019-03-16 14:00:00,11.11, , , , ,
2019-03-16 15:00:00,11.75, , , , ,
2019-03-16 16:00:00,12.40, , , , ,
2019-03-16 17:00:00,12.70, , , , ,
2019-03-16 18:00:00,12.74, , , , ,
2019-03-16 19:00:00,12.35, , , , ,
2019-03-16 20:00:00,11.79, , , , ,
