Date_Time,Date,Time,HOBO_Number,Tank_ID,Treatment,Temperature_C,Host Connect,EOF
3/18/2019 3:00,3/18/2019,3:00,20523493,101,warming,11.19, , 
3/18/2019 4:00,3/18/2019,4:00,20523493,101,warming,10.85, , 
3/18/2019 5:00,3/18/2019,5:00,20523493,101,warming,10.55, , 
3/18/2019 6:00,3/18/2019,6:00,20523493,101,warming,10.25, , 
3/18/2019 10:00,3/18/2019,10:00,20523493,101,warming,10.25, , 
3/18/2019 7:00,3/18/2019,7:00,20523493,101,warming,9.99, , 
3/18/2019 8:00,3/18/2019,8:00,20523493,101,warming,9.74, , 
3/18/2019 9:00,3/18/2019,9:00,20523493,101,warming,9.69, , 
3/19/2019 18:00,3/19/2019,18:00,20523493,101,warming,16.17, , 
3/19/2019 17:00,3/19/2019,17:00,20523493,101,warming,15.83, , 
3/19/2019 19:00,3/19/2019,19:00,20523493,101,warming,15.61, , 
3/19/2019 16:00,3/19/2019,16:00,20523493,101,warming,15.53, , 
3/19/2019 20:00,3/19/2019,20:00,20523493,101,warming,15.14, , 
3/19/2019 15:00,3/19/2019,15:00,20523493,101,warming,14.75, , 
3/19/2019 21:00,3/19/2019,21:00,20523493,101,warming,14.5, , 
3/19/2019 22:00,3/19/2019,22:00,20523493,101,warming,13.98, , 
3/19/2019 14:00,3/19/2019,14:00,20523493,101,warming,13.77, , 
3/19/2019 23:00,3/19/2019,23:00,20523493,101,warming,13.47, , 
3/19/2019 13:00,3/19/2019,13:00,20523493,101,warming,12.74, , 
3/19/2019 0:00,3/19/2019,0:00,20523493,101,warming,11.92, , 
3/19/2019 12:00,3/19/2019,12:00,20523493,101,warming,11.62, , 
3/19/2019 1:00,3/19/2019,1:00,20523493,101,warming,11.49, , 
3/19/2019 2:00,3/19/2019,2:00,20523493,101,warming,10.98, , 
3/19/2019 3:00,3/19/2019,3:00,20523493,101,warming,10.55, , 
3/19/2019 11:00,3/19/2019,11:00,20523493,101,warming,10.42, , 
3/19/2019 4:00,3/19/2019,4:00,20523493,101,warming,10.08, , 
3/19/2019 5:00,3/19/2019,5:00,20523493,101,warming,9.65, , 
3/19/2019 10:00,3/19/2019,10:00,20523493,101,warming,9.35, , 
3/19/2019 6:00,3/19/2019,6:00,20523493,101,warming,9.26, , 
3/19/2019 7:00,3/19/2019,7:00,20523493,101,warming,8.79, , 
3/19/2019 9:00,3/19/2019,9:00,20523493,101,warming,8.58, , 
3/19/2019 8:00,3/19/2019,8:00,20523493,101,warming,8.49, , 
3/20/2019 18:00,3/20/2019,18:00,20523493,101,warming,16.9, , 
3/20/2019 17:00,3/20/2019,17:00,20523493,101,warming,16.86, , 
3/20/2019 16:00,3/20/2019,16:00,20523493,101,warming,16.56, , 
3/20/2019 19:00,3/20/2019,19:00,20523493,101,warming,16.39, , 
3/20/2019 20:00,3/20/2019,20:00,20523493,101,warming,15.83, , 
3/20/2019 15:00,3/20/2019,15:00,20523493,101,warming,15.7, , 
3/20/2019 21:00,3/20/2019,21:00,20523493,101,warming,15.27, , 
3/20/2019 14:00,3/20/2019,14:00,20523493,101,warming,14.93, , 
3/20/2019 22:00,3/20/2019,22:00,20523493,101,warming,14.75, , 
3/20/2019 23:00,3/20/2019,23:00,20523493,101,warming,14.24, , 
3/20/2019 13:00,3/20/2019,13:00,20523493,101,warming,13.81, , 
3/20/2019 0:00,3/20/2019,0:00,20523493,101,warming,13, , 
3/20/2019 1:00,3/20/2019,1:00,20523493,101,warming,12.57, , 
3/20/2019 12:00,3/20/2019,12:00,20523493,101,warming,12.57, , 
3/20/2019 2:00,3/20/2019,2:00,20523493,101,warming,12.05, , 
3/20/2019 3:00,3/20/2019,3:00,20523493,101,warming,11.62, , 
3/20/2019 11:00,3/20/2019,11:00,20523493,101,warming,11.37, , 
3/20/2019 4:00,3/20/2019,4:00,20523493,101,warming,11.28, , 
3/20/2019 5:00,3/20/2019,5:00,20523493,101,warming,10.85, , 
3/20/2019 6:00,3/20/2019,6:00,20523493,101,warming,10.46, , 
3/20/2019 10:00,3/20/2019,10:00,20523493,101,warming,10.46, , 
3/20/2019 7:00,3/20/2019,7:00,20523493,101,warming,10.08, , 
3/20/2019 9:00,3/20/2019,9:00,20523493,101,warming,9.91, , 
3/20/2019 8:00,3/20/2019,8:00,20523493,101,warming,9.78, , 
3/21/2019 16:00,3/21/2019,16:00,20523493,101,warming,16.08, , 
3/21/2019 17:00,3/21/2019,17:00,20523493,101,warming,15.96, , 
3/21/2019 15:00,3/21/2019,15:00,20523493,101,warming,15.91, , 
3/21/2019 14:00,3/21/2019,14:00,20523493,101,warming,15.87, , 
3/21/2019 18:00,3/21/2019,18:00,20523493,101,warming,15.78, , 
3/21/2019 19:00,3/21/2019,19:00,20523493,101,warming,15.31, , 
3/21/2019 13:00,3/21/2019,13:00,20523493,101,warming,15.14, , 
3/21/2019 20:00,3/21/2019,20:00,20523493,101,warming,14.75, , 
3/21/2019 21:00,3/21/2019,21:00,20523493,101,warming,14.37, , 
3/21/2019 22:00,3/21/2019,22:00,20523493,101,warming,13.9, , 
3/21/2019 0:00,3/21/2019,0:00,20523493,101,warming,13.81, , 
3/21/2019 12:00,3/21/2019,12:00,20523493,101,warming,13.81, , 
3/21/2019 23:00,3/21/2019,23:00,20523493,101,warming,13.55, , 
3/21/2019 1:00,3/21/2019,1:00,20523493,101,warming,13.51, , 
3/21/2019 2:00,3/21/2019,2:00,20523493,101,warming,13.25, , 
3/21/2019 3:00,3/21/2019,3:00,20523493,101,warming,13.04, , 
3/21/2019 4:00,3/21/2019,4:00,20523493,101,warming,12.87, , 
3/21/2019 11:00,3/21/2019,11:00,20523493,101,warming,12.82, , 
3/21/2019 5:00,3/21/2019,5:00,20523493,101,warming,12.65, , 
3/21/2019 6:00,3/21/2019,6:00,20523493,101,warming,12.52, , 
3/21/2019 7:00,3/21/2019,7:00,20523493,101,warming,12.31, , 
3/21/2019 10:00,3/21/2019,10:00,20523493,101,warming,12.22, , 
3/21/2019 8:00,3/21/2019,8:00,20523493,101,warming,12.18, , 
3/21/2019 9:00,3/21/2019,9:00,20523493,101,warming,12.14, , 
3/22/2019 0:00,3/22/2019,0:00,20523493,101,warming,13.12, , 
3/22/2019 1:00,3/22/2019,1:00,20523493,101,warming,12.82, , 
3/22/2019 2:00,3/22/2019,2:00,20523493,101,warming,12.52, , 
3/22/2019 17:00,3/22/2019,17:00,20523493,101,warming,12.52, , 
3/22/2019 18:00,3/22/2019,18:00,20523493,101,warming,12.27, , 
3/22/2019 3:00,3/22/2019,3:00,20523493,101,warming,12.18, , 
3/22/2019 16:00,3/22/2019,16:00,20523493,101,warming,12.05, , 
3/22/2019 15:00,3/22/2019,15:00,20523493,101,warming,11.97, , 
3/22/2019 19:00,3/22/2019,19:00,20523493,101,warming,11.92, , 
3/22/2019 4:00,3/22/2019,4:00,20523493,101,warming,11.71, , 
3/22/2019 14:00,3/22/2019,14:00,20523493,101,warming,11.67, , 
3/22/2019 20:00,3/22/2019,20:00,20523493,101,warming,11.49, , 
3/22/2019 5:00,3/22/2019,5:00,20523493,101,warming,11.37, , 
3/22/2019 6:00,3/22/2019,6:00,20523493,101,warming,11.02, , 
3/22/2019 21:00,3/22/2019,21:00,20523493,101,warming,10.98, , 
3/22/2019 13:00,3/22/2019,13:00,20523493,101,warming,10.85, , 
3/22/2019 7:00,3/22/2019,7:00,20523493,101,warming,10.72, , 
3/22/2019 22:00,3/22/2019,22:00,20523493,101,warming,10.64, , 
3/22/2019 8:00,3/22/2019,8:00,20523493,101,warming,10.29, , 
3/22/2019 12:00,3/22/2019,12:00,20523493,101,warming,10.21, , 
3/22/2019 23:00,3/22/2019,23:00,20523493,101,warming,10.21, , 
3/22/2019 9:00,3/22/2019,9:00,20523493,101,warming,9.99, , 
3/22/2019 11:00,3/22/2019,11:00,20523493,101,warming,9.91, , 
3/22/2019 10:00,3/22/2019,10:00,20523493,101,warming,9.86, , 
3/23/2019 18:00,3/23/2019,18:00,20523493,101,warming,16.26, , 
3/23/2019 17:00,3/23/2019,17:00,20523493,101,warming,15.83, , 
3/23/2019 19:00,3/23/2019,19:00,20523493,101,warming,15.06, , 
3/23/2019 16:00,3/23/2019,16:00,20523493,101,warming,15.01, , 
3/23/2019 20:00,3/23/2019,20:00,20523493,101,warming,14.58, , 
3/23/2019 21:00,3/23/2019,21:00,20523493,101,warming,14.15, , 
3/23/2019 15:00,3/23/2019,15:00,20523493,101,warming,14.11, , 
3/23/2019 22:00,3/23/2019,22:00,20523493,101,warming,13.68, , 
3/23/2019 14:00,3/23/2019,14:00,20523493,101,warming,13.17, , 
3/23/2019 23:00,3/23/2019,23:00,20523493,101,warming,13.17, , 
3/23/2019 13:00,3/23/2019,13:00,20523493,101,warming,11.67, , 
3/23/2019 12:00,3/23/2019,12:00,20523493,101,warming,10.46, , 
3/23/2019 0:00,3/23/2019,0:00,20523493,101,warming,9.82, , 
3/23/2019 1:00,3/23/2019,1:00,20523493,101,warming,9.35, , 
3/23/2019 11:00,3/23/2019,11:00,20523493,101,warming,8.96, , 
3/23/2019 2:00,3/23/2019,2:00,20523493,101,warming,8.92, , 
3/23/2019 3:00,3/23/2019,3:00,20523493,101,warming,8.62, , 
3/23/2019 4:00,3/23/2019,4:00,20523493,101,warming,8.41, , 
3/23/2019 5:00,3/23/2019,5:00,20523493,101,warming,8.11, , 
3/23/2019 10:00,3/23/2019,10:00,20523493,101,warming,7.85, , 
3/23/2019 6:00,3/23/2019,6:00,20523493,101,warming,7.72, , 
3/23/2019 7:00,3/23/2019,7:00,20523493,101,warming,7.38, , 
3/23/2019 9:00,3/23/2019,9:00,20523493,101,warming,7.12, , 
3/23/2019 8:00,3/23/2019,8:00,20523493,101,warming,7.08, , 
3/24/2019 18:00,3/24/2019,18:00,20523493,101,warming,19.22, , 
3/24/2019 17:00,3/24/2019,17:00,20523493,101,warming,19.04, , 
3/24/2019 16:00,3/24/2019,16:00,20523493,101,warming,18.27, , 
3/24/2019 19:00,3/24/2019,19:00,20523493,101,warming,18.02, , 
3/24/2019 20:00,3/24/2019,20:00,20523493,101,warming,17.59, , 
3/24/2019 15:00,3/24/2019,15:00,20523493,101,warming,17.29, , 
3/24/2019 21:00,3/24/2019,21:00,20523493,101,warming,17.16, , 
3/24/2019 22:00,3/24/2019,22:00,20523493,101,warming,16.81, , 
3/24/2019 14:00,3/24/2019,14:00,20523493,101,warming,16.47, , 
3/24/2019 23:00,3/24/2019,23:00,20523493,101,warming,16.47, , 
3/24/2019 13:00,3/24/2019,13:00,20523493,101,warming,15.01, , 
3/24/2019 12:00,3/24/2019,12:00,20523493,101,warming,13.21, , 
3/24/2019 0:00,3/24/2019,0:00,20523493,101,warming,12.7, , 
3/24/2019 1:00,3/24/2019,1:00,20523493,101,warming,12.18, , 
3/24/2019 11:00,3/24/2019,11:00,20523493,101,warming,11.88, , 
3/24/2019 2:00,3/24/2019,2:00,20523493,101,warming,11.71, , 
3/24/2019 3:00,3/24/2019,3:00,20523493,101,warming,11.28, , 
3/24/2019 4:00,3/24/2019,4:00,20523493,101,warming,10.89, , 
3/24/2019 10:00,3/24/2019,10:00,20523493,101,warming,10.68, , 
3/24/2019 5:00,3/24/2019,5:00,20523493,101,warming,10.46, , 
3/24/2019 6:00,3/24/2019,6:00,20523493,101,warming,10.12, , 
3/24/2019 7:00,3/24/2019,7:00,20523493,101,warming,9.78, , 
3/24/2019 9:00,3/24/2019,9:00,20523493,101,warming,9.78, , 
3/24/2019 8:00,3/24/2019,8:00,20523493,101,warming,9.52, , 
3/25/2019 0:00,3/25/2019,0:00,20523493,101,warming,16.08, , 
3/25/2019 1:00,3/25/2019,1:00,20523493,101,warming,15.7, , 
3/25/2019 2:00,3/25/2019,2:00,20523493,101,warming,15.31, , 
3/25/2019 17:00,3/25/2019,17:00,20523493,101,warming,15.31, , 
3/25/2019 16:00,3/25/2019,16:00,20523493,101,warming,15.27, , 
3/25/2019 18:00,3/25/2019,18:00,20523493,101,warming,15.18, , 
3/25/2019 19:00,3/25/2019,19:00,20523493,101,warming,15.1, , 
3/25/2019 13:00,3/25/2019,13:00,20523493,101,warming,15.06, , 
3/25/2019 15:00,3/25/2019,15:00,20523493,101,warming,15.06, , 
3/25/2019 20:00,3/25/2019,20:00,20523493,101,warming,14.97, , 
3/25/2019 3:00,3/25/2019,3:00,20523493,101,warming,14.93, , 
3/25/2019 14:00,3/25/2019,14:00,20523493,101,warming,14.93, , 
3/25/2019 21:00,3/25/2019,21:00,20523493,101,warming,14.88, , 
3/25/2019 22:00,3/25/2019,22:00,20523493,101,warming,14.8, , 
3/25/2019 23:00,3/25/2019,23:00,20523493,101,warming,14.75, , 
3/25/2019 12:00,3/25/2019,12:00,20523493,101,warming,14.71, , 
3/25/2019 4:00,3/25/2019,4:00,20523493,101,warming,14.58, , 
3/25/2019 11:00,3/25/2019,11:00,20523493,101,warming,14.37, , 
3/25/2019 5:00,3/25/2019,5:00,20523493,101,warming,14.28, , 
3/25/2019 10:00,3/25/2019,10:00,20523493,101,warming,13.98, , 
3/25/2019 6:00,3/25/2019,6:00,20523493,101,warming,13.85, , 
3/25/2019 7:00,3/25/2019,7:00,20523493,101,warming,13.55, , 
3/25/2019 9:00,3/25/2019,9:00,20523493,101,warming,13.34, , 
3/25/2019 8:00,3/25/2019,8:00,20523493,101,warming,13.3, , 
3/26/2019 18:00,3/26/2019,18:00,20523493,101,warming,16.6, , 
3/26/2019 19:00,3/26/2019,19:00,20523493,101,warming,15.57, , 
3/26/2019 17:00,3/26/2019,17:00,20523493,101,warming,15.53, , 
3/26/2019 16:00,3/26/2019,16:00,20523493,101,warming,15.31, , 
3/26/2019 15:00,3/26/2019,15:00,20523493,101,warming,15.23, , 
3/26/2019 20:00,3/26/2019,20:00,20523493,101,warming,15.23, , 
3/26/2019 21:00,3/26/2019,21:00,20523493,101,warming,14.88, , 
3/26/2019 0:00,3/26/2019,0:00,20523493,101,warming,14.71, , 
3/26/2019 1:00,3/26/2019,1:00,20523493,101,warming,14.67, , 
3/26/2019 2:00,3/26/2019,2:00,20523493,101,warming,14.58, , 
3/26/2019 3:00,3/26/2019,3:00,20523493,101,warming,14.54, , 
3/26/2019 22:00,3/26/2019,22:00,20523493,101,warming,14.54, , 
3/26/2019 4:00,3/26/2019,4:00,20523493,101,warming,14.45, , 
3/26/2019 5:00,3/26/2019,5:00,20523493,101,warming,14.37, , 
3/26/2019 6:00,3/26/2019,6:00,20523493,101,warming,14.24, , 
3/26/2019 23:00,3/26/2019,23:00,20523493,101,warming,14.07, , 
3/26/2019 7:00,3/26/2019,7:00,20523493,101,warming,13.94, , 
3/26/2019 8:00,3/26/2019,8:00,20523493,101,warming,13.77, , 
3/26/2019 14:00,3/26/2019,14:00,20523493,101,warming,13.77, , 
3/26/2019 9:00,3/26/2019,9:00,20523493,101,warming,13.55, , 
3/26/2019 10:00,3/26/2019,10:00,20523493,101,warming,13.51, , 
3/26/2019 11:00,3/26/2019,11:00,20523493,101,warming,13.51, , 
3/26/2019 12:00,3/26/2019,12:00,20523493,101,warming,13.51, , 
3/26/2019 13:00,3/26/2019,13:00,20523493,101,warming,13.43, , 
3/27/2019 18:00,3/27/2019,18:00,20523493,101,warming,18.36, , 
3/27/2019 17:00,3/27/2019,17:00,20523493,101,warming,18.27, , 
3/27/2019 16:00,3/27/2019,16:00,20523493,101,warming,17.5, , 
3/27/2019 19:00,3/27/2019,19:00,20523493,101,warming,17.07, , 
3/27/2019 15:00,3/27/2019,15:00,20523493,101,warming,16.6, , 
3/27/2019 20:00,3/27/2019,20:00,20523493,101,warming,16.43, , 
3/27/2019 21:00,3/27/2019,21:00,20523493,101,warming,15.7, , 
3/27/2019 14:00,3/27/2019,14:00,20523493,101,warming,15.48, , 
3/27/2019 22:00,3/27/2019,22:00,20523493,101,warming,15.06, , 
3/27/2019 13:00,3/27/2019,13:00,20523493,101,warming,14.45, , 
3/27/2019 23:00,3/27/2019,23:00,20523493,101,warming,14.41, , 
3/27/2019 0:00,3/27/2019,0:00,20523493,101,warming,13.55, , 
3/27/2019 12:00,3/27/2019,12:00,20523493,101,warming,13.17, , 
3/27/2019 1:00,3/27/2019,1:00,20523493,101,warming,13, , 
3/27/2019 2:00,3/27/2019,2:00,20523493,101,warming,12.48, , 
3/27/2019 3:00,3/27/2019,3:00,20523493,101,warming,12.01, , 
3/27/2019 11:00,3/27/2019,11:00,20523493,101,warming,11.84, , 
3/27/2019 4:00,3/27/2019,4:00,20523493,101,warming,11.41, , 
3/27/2019 5:00,3/27/2019,5:00,20523493,101,warming,11.11, , 
3/27/2019 10:00,3/27/2019,10:00,20523493,101,warming,10.81, , 
3/27/2019 6:00,3/27/2019,6:00,20523493,101,warming,10.59, , 
3/27/2019 7:00,3/27/2019,7:00,20523493,101,warming,10.16, , 
3/27/2019 9:00,3/27/2019,9:00,20523493,101,warming,10.08, , 
3/27/2019 8:00,3/27/2019,8:00,20523493,101,warming,9.82, , 
3/28/2019 17:00,3/28/2019,17:00,20523493,101,warming,19, , 
3/28/2019 18:00,3/28/2019,18:00,20523493,101,warming,18.49, , 
3/28/2019 16:00,3/28/2019,16:00,20523493,101,warming,18.19, , 
3/28/2019 19:00,3/28/2019,19:00,20523493,101,warming,17.72, , 
3/28/2019 15:00,3/28/2019,15:00,20523493,101,warming,17.41, , 
3/28/2019 20:00,3/28/2019,20:00,20523493,101,warming,17.16, , 
3/28/2019 21:00,3/28/2019,21:00,20523493,101,warming,16.69, , 
3/28/2019 14:00,3/28/2019,14:00,20523493,101,warming,16.43, , 
3/28/2019 22:00,3/28/2019,22:00,20523493,101,warming,16.26, , 
3/28/2019 23:00,3/28/2019,23:00,20523493,101,warming,15.7, , 
3/28/2019 13:00,3/28/2019,13:00,20523493,101,warming,15.14, , 
3/28/2019 0:00,3/28/2019,0:00,20523493,101,warming,13.81, , 
3/28/2019 12:00,3/28/2019,12:00,20523493,101,warming,13.68, , 
3/28/2019 1:00,3/28/2019,1:00,20523493,101,warming,13.25, , 
3/28/2019 2:00,3/28/2019,2:00,20523493,101,warming,12.78, , 
3/28/2019 3:00,3/28/2019,3:00,20523493,101,warming,12.27, , 
3/28/2019 11:00,3/28/2019,11:00,20523493,101,warming,12.22, , 
3/28/2019 4:00,3/28/2019,4:00,20523493,101,warming,11.79, , 
3/28/2019 5:00,3/28/2019,5:00,20523493,101,warming,11.19, , 
3/28/2019 10:00,3/28/2019,10:00,20523493,101,warming,11.02, , 
3/28/2019 6:00,3/28/2019,6:00,20523493,101,warming,10.77, , 
3/28/2019 7:00,3/28/2019,7:00,20523493,101,warming,10.34, , 
3/28/2019 9:00,3/28/2019,9:00,20523493,101,warming,10.21, , 
3/28/2019 8:00,3/28/2019,8:00,20523493,101,warming,10.12, , 
3/29/2019 17:00,3/29/2019,17:00,20523493,101,warming,18.92, , 
3/29/2019 18:00,3/29/2019,18:00,20523493,101,warming,18.53, , 
3/29/2019 16:00,3/29/2019,16:00,20523493,101,warming,18.4, , 
3/29/2019 19:00,3/29/2019,19:00,20523493,101,warming,18.1, , 
3/29/2019 20:00,3/29/2019,20:00,20523493,101,warming,17.72, , 
3/29/2019 15:00,3/29/2019,15:00,20523493,101,warming,17.41, , 
3/29/2019 21:00,3/29/2019,21:00,20523493,101,warming,17.37, , 
3/29/2019 22:00,3/29/2019,22:00,20523493,101,warming,17.03, , 
3/29/2019 23:00,3/29/2019,23:00,20523493,101,warming,16.77, , 
3/29/2019 14:00,3/29/2019,14:00,20523493,101,warming,16.47, , 
3/29/2019 13:00,3/29/2019,13:00,20523493,101,warming,16, , 
3/29/2019 0:00,3/29/2019,0:00,20523493,101,warming,15.27, , 
3/29/2019 12:00,3/29/2019,12:00,20523493,101,warming,15.1, , 
3/29/2019 1:00,3/29/2019,1:00,20523493,101,warming,14.75, , 
3/29/2019 2:00,3/29/2019,2:00,20523493,101,warming,14.28, , 
3/29/2019 11:00,3/29/2019,11:00,20523493,101,warming,13.98, , 
3/29/2019 3:00,3/29/2019,3:00,20523493,101,warming,13.81, , 
3/29/2019 4:00,3/29/2019,4:00,20523493,101,warming,13.3, , 
3/29/2019 10:00,3/29/2019,10:00,20523493,101,warming,13.12, , 
3/29/2019 5:00,3/29/2019,5:00,20523493,101,warming,12.91, , 
3/29/2019 6:00,3/29/2019,6:00,20523493,101,warming,12.52, , 
3/29/2019 7:00,3/29/2019,7:00,20523493,101,warming,12.22, , 
3/29/2019 9:00,3/29/2019,9:00,20523493,101,warming,12.18, , 
3/29/2019 8:00,3/29/2019,8:00,20523493,101,warming,11.92, , 
3/30/2019 12:00,3/30/2019,12:00,20523493,101,warming,17.07, , 
3/30/2019 0:00,3/30/2019,0:00,20523493,101,warming,16.43, , 
3/30/2019 1:00,3/30/2019,1:00,20523493,101,warming,16.08, , 
3/30/2019 2:00,3/30/2019,2:00,20523493,101,warming,15.66, , 
3/30/2019 11:00,3/30/2019,11:00,20523493,101,warming,15.48, , 
3/30/2019 3:00,3/30/2019,3:00,20523493,101,warming,15.36, , 
3/30/2019 4:00,3/30/2019,4:00,20523493,101,warming,14.93, , 
3/30/2019 10:00,3/30/2019,10:00,20523493,101,warming,14.71, , 
3/30/2019 5:00,3/30/2019,5:00,20523493,101,warming,14.58, , 
3/30/2019 6:00,3/30/2019,6:00,20523493,101,warming,14.41, , 
3/30/2019 7:00,3/30/2019,7:00,20523493,101,warming,14.11, , 
3/30/2019 9:00,3/30/2019,9:00,20523493,101,warming,14.07, , 
3/30/2019 8:00,3/30/2019,8:00,20523493,101,warming,13.94, , 
3/18/2019 19:00,3/18/2019,19:00,20523479,102,drying,12.05,, 
3/18/2019 20:00,3/18/2019,20:00,20523479,102,drying,11.15, , 
3/18/2019 21:00,3/18/2019,21:00,20523479,102,drying,10.59, , 
3/18/2019 22:00,3/18/2019,22:00,20523479,102,drying,10.04, , 
3/18/2019 23:00,3/18/2019,23:00,20523479,102,drying,9.39, , 
3/19/2019 18:00,3/19/2019,18:00,20523479,102,drying,12.91, , 
3/19/2019 17:00,3/19/2019,17:00,20523479,102,drying,12.31, , 
3/19/2019 19:00,3/19/2019,19:00,20523479,102,drying,12.31, , 
3/19/2019 16:00,3/19/2019,16:00,20523479,102,drying,11.58, , 
3/19/2019 20:00,3/19/2019,20:00,20523479,102,drying,11.54, , 
3/19/2019 21:00,3/19/2019,21:00,20523479,102,drying,11.02, , 
3/19/2019 15:00,3/19/2019,15:00,20523479,102,drying,10.94, , 
3/19/2019 22:00,3/19/2019,22:00,20523479,102,drying,10.46, , 
3/19/2019 14:00,3/19/2019,14:00,20523479,102,drying,9.95, , 
3/19/2019 23:00,3/19/2019,23:00,20523479,102,drying,9.95, , 
3/19/2019 0:00,3/19/2019,0:00,20523479,102,drying,8.83, , 
3/19/2019 13:00,3/19/2019,13:00,20523479,102,drying,8.83, , 
3/19/2019 1:00,3/19/2019,1:00,20523479,102,drying,8.23, , 
3/19/2019 2:00,3/19/2019,2:00,20523479,102,drying,7.68, , 
3/19/2019 12:00,3/19/2019,12:00,20523479,102,drying,7.46, , 
3/19/2019 3:00,3/19/2019,3:00,20523479,102,drying,7.12, , 
3/19/2019 4:00,3/19/2019,4:00,20523479,102,drying,6.6, , 
3/19/2019 11:00,3/19/2019,11:00,20523479,102,drying,6.56, , 
3/19/2019 5:00,3/19/2019,5:00,20523479,102,drying,6.09, , 
3/19/2019 6:00,3/19/2019,6:00,20523479,102,drying,5.62, , 
3/19/2019 10:00,3/19/2019,10:00,20523479,102,drying,5.49, , 
3/19/2019 7:00,3/19/2019,7:00,20523479,102,drying,5.1, , 
3/19/2019 8:00,3/19/2019,8:00,20523479,102,drying,4.72, , 
3/19/2019 9:00,3/19/2019,9:00,20523479,102,drying,4.72, , 
3/20/2019 18:00,3/20/2019,18:00,20523479,102,drying,13.73, , 
3/20/2019 17:00,3/20/2019,17:00,20523479,102,drying,13.25, , 
3/20/2019 19:00,3/20/2019,19:00,20523479,102,drying,13.12, , 
3/20/2019 16:00,3/20/2019,16:00,20523479,102,drying,12.57, , 
3/20/2019 20:00,3/20/2019,20:00,20523479,102,drying,12.27, , 
3/20/2019 21:00,3/20/2019,21:00,20523479,102,drying,11.79, , 
3/20/2019 15:00,3/20/2019,15:00,20523479,102,drying,11.67, , 
3/20/2019 22:00,3/20/2019,22:00,20523479,102,drying,11.19, , 
3/20/2019 14:00,3/20/2019,14:00,20523479,102,drying,10.85, , 
3/20/2019 23:00,3/20/2019,23:00,20523479,102,drying,10.72, , 
3/20/2019 13:00,3/20/2019,13:00,20523479,102,drying,9.78, , 
3/20/2019 0:00,3/20/2019,0:00,20523479,102,drying,9.39, , 
